weight;en_feat;it_feat;en2_feat
0.7042954991084255;development;sviluppo;development
0.7000822407642817;unmanned;senza pilota;
0.6922327476493779;political;politico;political
0.690185531772772;reserved;riservò;reserved
0.68414840414995;brand;marchio;brand
0.6815243933499746;communication;comunicazione;communication
0.6773119277400748;fixed;fisso;fixed
0.6757112182956577;operation;operatività;operation
0.6743030996181488;menu;carta;card
0.6736574800388382;uav;uav;
0.6564436971362101;capture;cattura;capture
0.6504857300920647;measures;misure;measures
0.6481149625588255;sustainability;sostenibilità;sustainability
0.6435425400165214;inspection;ispezione;inspection
0.6405492272242731;safety;sicurezza;safety
0.6266312656072563;within;dentro;inside
0.6221063630467266;integral;integrale;integral
0.6121205280247893;variety;varietà;variety
0.6113463098774302;notice;avviso;notice
0.6050919123433954;believe;credere;believe
0.6043161123552071;guarantees;avalli;guarantees
0.6018998570473728;since;da allora;since
0.6000327569305914;laser;laser;laser
0.5991398365952858;visual;visuale;visual
0.5974570162406531;advice;consiglio;tip
0.5965602196459958;applied;applicò;applied
0.596187331260299;precision;precisione;
0.594973787088167;film;pellicola;film
0.5944501837549345;scale;scala;stairs
0.5939049094160729;based;basato;based
0.5936389611324395;surroundings;ambiente;ambient
0.5924005798886787;could;potevo
0.5922030375347498;infrastructure;infrastruttura;infrastructure
0.5800674391504501;tel;tel;
0.5705276069430756;public;pubblico;public
0.5697792454543763;stored;immagazzinato;
0.5697792454543763;stored;immagazzinata;
0.5667803914865452;hello;salve;hello
0.5658597664993009;particular;particolare;particular
0.5647455834930947;installations;installazioni;installations
0.5636562423887801;solutions;soluzioni;solutions
0.5628678369800888;responsible;responsabile;manager
0.5582490728294911;models;modelli;patterns
0.5568342536917473;contrive;ideare;contrive
0.5564821238479064;integration;integrazione;integration
0.5502025540170721;response;risposta;answer
0.5485485981571383;road;strada;road
0.5473066889787794;events;eventi;events
0.5452354054735099;sustainable;sostenibile;sustainable
0.5423300631893047;purposes;propositi;purposes
0.5418308529683608;model;modello;pattern
0.5405456952835933;kit;scatola;box
0.5404411393811265;customised;personalizzato;
0.5404411393811265;customised;personalizzata;
0.5377527237325284;build;corporatura;
0.5361114649858902;consulting;consultando;consulting
0.5310012424403173;sport;sport;sport
0.5280783600765425;street;strada;road
0.5260689729441321;scroll;scorrere;
0.5216625235498697;average;mediano;average
0.5178269948268823;uas;uas;
0.5177447376255407;surveillance;sorveglianza;surveillance
0.5033291885338912;edifice;edificio;
0.50230820890732;gallery;galleria;gallery
0.4981149860289421;easily;facilmente;easily
0.4874994476350317;agricultural;agricolo;agricultural
0.4851144754662957;enabled;autorizzò;authorised
0.4812676953240063;tools;utensili;tools
0.4790061296362501;industrial;industriale;industrial
0.4783513147546973;sent;inviò;forwarded
0.4771166172813542;always;sempre;always
0.4765118682350654;think;opinare;think
0.4753630811904381;integrated;integrato;integrated
0.4747655733399159;home;casa;house
0.4702046109654262;every;ogni;each
0.4682832668410507;touch;tatto;touch
0.4667910086973449;park;parco;park
0.4651451721987119;worldwide;in tutto il mondo;all over the world
0.4634763145836457;preferences;preferenze;preferences
0.4633148980250015;monitoring;controllando;controlling
0.4630808380198289;objective;obiettivo;objective
0.4581940341988118;realisation;realizzazione;realisation
0.4548593119026778;purpose;proposito;purpose
0.4545786463634602;customers;clienti;clients
0.4520170153651157;people;gente;persons
0.4497944643185559;knowledges;conoscenze;knowledges
0.44941738118518537;include;includere;include
0.4418045011528488;identity;identità;identity
0.4397149269756403;consults;consultare;consult
0.4378882965918533;expertise;competenza;
0.4363254805843063;presence;presenza;presence
0.4343804134598797;instagram;instagram;instagram
0.4325590936443727;nature;natura;nature
0.432209421706371;ever;mai;ever
0.43210036413988334;great;grande;big
0.42442475328380297;private;privato;private
0.4216680228006913;engineers;ingegneri;engineers
0.4158489421747783;concept;concetto;concept
0.41537026560872814;reduce;ridurre;reduce
0.4141271598237114;client;cliente;client
0.4121006241958733;execution;esecuzione;execution
0.4101043125378013;forest;foresta;forest
0.4082935372200322;squads;squadre;
0.40728416379648696;technical;tecnico;technical
0.4054947094739734;tool;utensile;tool
0.4041723752348821;cultural;culturale;cultural
0.4039835988969417;producing;produttore;producing
0.4037896535530112;attend;frequentare;attend
0.4017744241898129;cookies;biscotti;biscuits
0.4013033299120613;building;edificando;building
0.3989315058540371;given;dato;given
0.39671569852901006;hire;affitto;hire
0.394214690614625;designed;disegnato;designed
0.3937958989052231;innovative;innovatore;innovative
0.3932633000168752;party;festa;party
0.3923633974039811;areas;aree;areas
0.3904389187129679;decisions;decisioni;decisions
0.3898369043355452;custom;costume;custom
0.3842184297814969;values;valori;courages
0.3826851909934929;store;negozio;shop
0.3825505924635549;contents;contenuti;contents
0.3799047217532018;common;comune;city council
0.3790598136045856;authorised;autorizzato;authorised
0.37807769834167226;administration;amministrazione;administration
0.3779266175577856;creation;creazione;creation
0.3701635479915524;canal;canale;
0.3652994486190905;facilitate;facilitare;facilitate
0.3637212702701581;aircraft;aeromobili;aircraft
0.3615826745323579;equipment;equipaggiamento;equipment
0.3615362193958679;cover;coperta;blanket
0.3615183836093488;devoted;dedicò;dedicated
0.3606304051741135;functionality;funzionalità;functionality
0.3570748897044395;treats;trattare;deal
0.3568774444467353;browsing;navigando;
0.3568692025474715;different;differente;different
0.35474643167167896;emergency;emergenza;emergency
0.3534160720650892;submit;consegnare;deliver
0.3520169762223205;labour;lavoro;work
0.3512316348042939;terrain;terreno;terrain
0.3481469248618862;big;grande;big
0.3478267691486109;beyond;oltre;beyond
0.3476930171793415;personnel;personale;personal
0.3452975638693164;solar;solare;solar
0.3429517038078829;difficult;difficile;difficult
0.3375797359638543;start;avvio;start
0.3357346507539509;structures;strutture;frames
0.33383382667528044;installation;installazione;installation
0.333557658053023;lion;leone;lion
0.3331106138688247;value;valore;courage
0.3314535252350064;refuse;residui;residues
0.3284957391616936;recording;registrando;recording
0.32786148709544033;constant;costante;constant
0.32783696016299857;operators;operatori;operators
0.3274373401479401;powered;alimentato;
0.3270970700651514;communicate;comunicare;communicate
0.3265776300536145;exits;partenze;exits
0.32391206667943906;opinions;opinioni;opinions
0.3192310235491708;hard;duro;hard
0.3177307479059582;reality;realtà;reality
0.3172579641479953;come;venire;come
0.3126263864562476;title;titolo;title
0.30880906771651645;necessary;necessario;necessary
0.3074055593246883;bring;portare;bring
0.3070485985608206;maximum;massimo;maximum
0.3056174768929928;created;creato;created
0.30284324883906577;quality;qualità;quality
0.3025722760137205;prior;previo;previous
0.3017730336346409;professional;professionale;professional
0.2984891960963263;fulfillment;compimento;fulfillment
0.2969849030659311;meeting;conoscendo;knowing
0.29327060095562885;training;allenando;training
0.2915931552740768;possible;possibile;possible
0.2907306097394486;besiege;assediare;besiege
0.2906331371065073;allow;permettere;afford
0.2891848292519554;click;schiocco;
0.2881250281284111;link;collegamento;link
0.2878769736110028;studies;studi;studios
0.2865110112921769;born;nato;been born
0.2864692909803944;complex;complesso;complex
0.2857479380200657;employ;impiegare;employ
0.2853897828799519;preparation;preparazione;preparation
0.28329525386664905;connected;connesso;connected
0.2823461407375193;sun;sole;alone
0.2800737895724306;edifices;edifici;
0.2794141761982761;browser;navigatore;browser
0.2792204791676305;spends;passare;spend
0.2777845042927893;order;ordine;command
0.27766345836269635;reduces;ridurre;reduce
0.2775744946081818;opportunities;opportunità;opportunity
0.2766202772290852;affect;influire;affect
0.2752441692308817;utilisation;utilizzazione;utilisation
0.272583934395498;opting;optando;opting
0.2721985550487677;generation;generazione;generation
0.2693225787873943;simply;semplicemente;merely
0.2686953407058055;activity;attività;activity
0.2657005140490884;highly;altamente;highly
0.26510308296624563;foundation;fondazione;foundation
0.2648101302566705;photos;foto;photo
0.2637829735522545;job;lavoro;work
0.26191931173713423;example;esempio;example
0.2602466772890769;screen;schermo;monitor
0.2595428193318337;council;consiglio;tip
0.25918844860908624;website;sito web;website
0.258051047800367;actuated;attivato;actuated
0.2578762732490268;board;asse;
0.2537469147715428;almost;quasi;almost
0.25079413278081897;real;reale;royal
0.25069272129833803;decision;decisione;decision
0.2494650467210871;languages;lingue;tongues
0.2486933952304897;territory;territorio;territory
0.24862753842685445;developed;sviluppò;developed
0.2478156619189156;founded;fondato;founded
0.24538520322797303;efficient;efficace;effective
0.24534856138745895;project;progetto;blueprint
0.2444786172211097;take;prendere;take
0.2424807944002628;accept;accettare;accept
0.24218830542635056;irradiate;irradiare;
0.24210857059714105;participation;partecipazione;participation
0.24119649651405864;security;sicurezza;safety
0.2398478361456523;setting;mettendo;contacting
0.23799588474944344;headquarters;sedi;headquarters
0.23792666114665476;boost;impulso;impetus
0.2375408020351305;action;azione;action
0.2366765779502949;working;operaio;worker
0.2355322928485849;consultancy;consulenza;
0.2335941010072364;site;posto;put
0.23236669541795416;studios;studi;studios
0.2314181127394417;field;campo;countryside
0.22751883861126;make;marchio;brand
0.2272451026831793;select;scegliere;choose
0.2264234330299465;cookie;biscotto;biscuit
0.22467309410527256;analyze;analizzare;analyse
0.22389653248520794;full;pieno;full
0.22359409547704376;configure;configurare;configure
0.22168425483314147;book;libro;book
0.22144487408249489;marry;sposare;marry
0.2209683119856891;enable;autorizzare;authorise
0.22060139242403454;remove;togliere;remove
0.2198506880568772;core;nucleo;core
0.21942329944698835;share;partecipazione;participation
0.21887931200551666;talent;talento;talent
0.21659048028959274;zones;zone;zones
0.21533169903131014;finance;finanza;finance
0.2152016378121976;categorized;classificato;
0.214906125685983;copyright;copyright;copyright
0.21488919493152225;web;ragnatela;web
0.21470191610006606;mission;missione;mission
0.214600910756974;final;finale;final
0.213756242752858;extra;extra;extra
0.2135609744486792;bulletin;bollettino;bulletin
0.21348777356425613;track;pista;clue
0.21303507812199104;large;grande;big
0.21242409641902732;way;cammino;way
0.2107205898125525;sensors;sensori;sensors
0.2095403149003048;gps;gps;
0.20860448771537068;deep;profondo;deep
0.2081404826297352;needs;necessità;need
0.20644278933856214;contribute;contribuire;contribute
0.20643114767186135;rich;ricco;rich
0.20631445611507346;investors;investitori;
0.20631445611507346;investors;investitrici;
0.2044448703994084;record;registro;record
0.2029159729186784;earth;terra;earth
0.20274466936482735;legislation;legislazione;legislation
0.2027194593427825;operations;operatività;operation
0.20078532184934691;technologies;tecnologie;technologies
0.2005461137704673;never;mai;ever
0.1997800191363885;let;lasciare;leave
0.19688110869818293;text;testo;text
0.1968354242375193;locations;localizzazioni;locations
0.1966082813558832;version;versione;version
0.19648401041039432;resolution;risoluzione;resolution
0.19434851721107646;require;richiedere;require
0.1938857365973322;improve;migliorare;enhance
0.1938149687084757;third;terzo;third
0.19249198431969253;overview;panoramica;
0.19222510856200645;speed;velocità;speed
0.1907584112610712;availability;disponibilità;availability
0.19069566274748684;flight;volo;flight
0.19019470737982888;natural;naturale;natural
0.18999637760341231;sees;vedere;see
0.1894045533015097;professionalism;professionalità;
0.18869041998414016;advantage;vantaggio;advantage
0.1880270802332698;call;richiamo;call
0.1870011133234508;plans;piani;pianos
0.1863472588930762;manage;raggiungere;achieve
0.18590530990315546;safe;sicuro;for sure
0.1858618215790466;rescue;salvataggio;rescue
0.18503571392360935;cars;auto;car
0.1835776016671104;area;area;area
0.18317458750953106;small;piccolo;little
0.18255539996078649;half;metà;half
0.18179556908159605;critical;critico;critic
0.18161457017317226;specialised;specializzato;specialised
0.17970128387569914;improving;migliorando;enhancing
0.17821857992898527;music;musica;music
0.17743529999766008;shipping;imbarcando;embarking
0.17691917662682155;habits;abitudini;customs
0.1762582352206732;establish;stabilire;establish
0.17582786991791965;downloads;scaricare;download
0.17398380800559005;precise;preciso;precise
0.17383902704287738;indispensable;indispensabile;indispensable
0.17367073753004372;operate;operare;operate
0.1709723333137028;deliver;consegnare;deliver
0.17033222966984185;resulted;risultò;resulted
0.17013828374601553;appear;parere;look like
0.16986107108162393;committed;commise;committed
0.16979834986269818;bet;scommesso;bet
0.16958687242956488;everything;tutto quanto;
0.16870251782960988;personal;personale;personal
0.16746673142625035;house;casa;house
0.16684078472768385;event;evento;event
0.16639268034907315;property;proprietà;property
0.1630144886904976;analyse;analizzare;analyse
0.16257412294432294;awards;premi;awards
0.1617659625693987;function;funzione;function
0.16142215533893353;advise;consigliare;advise
0.16072142192379085;super;super;
0.1607186260146625;qualified;abilitato;qualified
0.15904441579449186;mentioned;accennato;mentioned
0.15875745351903464;permanent;permanente;permanent
0.15670771906257064;dynamic;dinamico;dynamic
0.15613928612244393;visits;visite;recognitions
0.15567544775166986;handle;maniglia;handle
0.15520296644112028;opt;optare;opt
0.15471856117033805;settings;ambientazioni;settings
0.15452138123816966;contained;contenne;contained
0.15402342185059206;remote;remoto;remote
0.15375127161030686;interested;interessò;interested
0.1535310854722423;close;vicino;near
0.15324958415929302;providers;fornitori;providers
0.15283966000229646;functionalities;funzionalità;functionality
0.15264457365769052;formation;educazione;education
0.1517644931937729;vision;visione;vision
0.15003780249280158;formed;formato;format
0.14981890416004934;spend;passare;spend
0.14899748789881773;responsibility;responsabilità;responsibility
0.14827010633979085;diverse;diverso;diverse
0.14762989382380268;place;luogo;place
0.14556465648861974;provision;disposizione;disposal
0.14550260518213629;entities;entità;entity
0.1448144964904856;fast;rapidamente;quickly
0.1445164981589406;jump;salto;jump
0.14424670574006385;urban;urbano;urban
0.14368241157626654;certifications;certificazioni;certifications
0.14316510029335433;welcome;benvenuto;welcome
0.14259494557500432;knowledge;conoscenza;knowledge
0.14015157898285127;across;attraverso a;cross to
0.1400391376491531;single;solo;only
0.13945637974072805;possibilities;possibilità;possibility
0.13918599420196212;pilots;piloti;pilots
0.13610132932120592;africa;africa;
0.13610132932120592;africa;africo;
0.13522452640815838;respect;rispetto;respect
0.1349623997906095;thought;opinato;thought
0.13462522703496685;cape;capo;boss
0.13335124972846665;suitable;adeguato;adapted
0.13328821219686546;measure;misura;measure
0.1331098030931684;designs;design;design
0.13259151594348592;love;amore;love
0.13127508630992196;extensive;estenso;extensive
0.12937299582911355;network;rete;net
0.12889050715809244;appoint;nominare;appoint
0.12867452147228575;error;errore;error
0.12705610553828106;login;accedere;
0.12615158768232942;works;opere;operas
0.12591206736277238;passion;passione;passion
0.1252328666013869;programming;programmando;programming
0.1249136779364545;analytics;analisi;
0.1247247636659792;waters;acque;waters
0.12461340228896654;presentation;presentazione;presentation
0.12443397706766525;need;necessità;need
0.12397007543206752;agency;agenzia;agency
0.12222716565403388;properly;perbene;properly
0.12212017811151844;communities;comunità;community
0.1195615664267612;etc;etc;
0.1195567199123766;sell;vendere;sell
0.11730973881331865;resources;risorse;resurrected
0.11642029698994072;empty;vuoto;empty
0.11342939878311707;anonymous;anonimo;anonymous
0.11271497059243382;short;basso;low
0.11151958762874424;experts;esperti;expert
0.11135461401829433;rights;destre;right
0.1089879883211963;obtained;ottenne;gained
0.10865440943709068;positive;positivo;positive
0.10740659349481887;obtains;ottenere;gain
0.10666475646983246;origin;origine;origin
0.10666176416825797;port;porto;harbour
0.10474608895754914;chat;ciarla;chat
0.10436389259082167;answer;risposta;answer
0.10368133877736456;zone;zona;zone
0.103330003042652;contrives;ideare;contrive
0.1029462388788764;social;sociale;social
0.1022520820949457;product;prodotto;produced
0.10204830440217344;inner;interno;inner
0.1003909392838125;ensures;assicurare;assure
0.100382176085748;functions;funzioni;functions
0.1001321210244296;know;sapere;know
0.0993314768988034;squad;squadre;
0.09874766469275416;built;edificato;built
0.09720810062131023;exit;partenza;exit
0.09411906742425613;reviews;riviste;journals
0.09360085420524444;intelligent;intelligente;intelligent
0.09319792448515084;interactive;interattivo;interactive
0.09167246077451376;report;relazione;account
0.09159085401915704;creating;creando;creating
0.0915348592627321;absolutely;assolutamente;absolutely
0.0915179078779128;mandatory;obbligatorio;
0.0915179078779128;mandatory;obbligatoria;
0.08948026578229869;google;google;
0.08866692869691886;platforms;binari;platforms
0.08775574297114425;user;utente;user
0.08770174829833986;white;bianco;white
0.08757938861208893;types;tipi;types
0.08600296537878079;route;rotta;route
0.08436929029542925;academy;accademia;academy
0.08402521938445473;scientific;scienziato;scientist
0.0838852173710593;unique;unico;only
0.08252948478489676;identify;identificare;identify
0.08222107654352342;excellence;eccellenza;excellence
0.08218749260140787;technological;tecnologico;technological
0.08177412177433041;optimise;ottimizzare;optimise
0.08164951031245267;involved;implicato;implied
0.08068547062761695;navigation;navigazione;navigation
0.08018726412950337;workshop;workshop;
0.07857767244584624;initial;iniziale;initial
0.07781322413479295;useful;utile;helpful
0.07757982252183382;disposal;disposizione;disposal
0.07687512757565372;previous;anteriore;former
0.07626894467725727;rural;rurale;rural
0.0754034507243932;performance;spettacolo;show
0.07472240830337447;taken;preso;taken
0.07403373322463391;offices;uffici;offices
0.07364432456043833;say;dire;say
0.07300303115661634;add;aggiungere;add
0.07253979200615486;pre;pre;
0.07190037965470375;details;dettagli;details
0.07156639241490563;reports;relazioni;accounts
0.07109176666769916;sites;posti;places
0.07078402636287562;called;chiamato;called
0.07000789645504102;instrument;strumento;instrument
0.06921670473320114;cameras;camere;chambers
0.06855548581819974;union;sindacato;union
0.06789115097896872;delivery;consegna;delivery
0.06721253173936131;iso;iso;
0.06709787803512449;evolution;evoluzione;evolution
0.06701493562089282;specifically;specificamente;specifically
0.06668539000695049;defense;difesa;
0.0656196407571341;pages;pagine;pages
0.06557946172323183;hand;mano;hand
0.06504521372112823;collect;abbicare;collect
0.06402375483425421;enjoy;piacere;like
0.0632832047514728;latest;più tardivo;later
0.06317501120731495;true;vero;true
0.06261055385569056;protection;protezione;protection
0.0623715893124028;measurement;misurazione;measurement
0.062141296021418886;customer;cliente;client
0.06185517585258327;growth;crescita;growth
0.06147633575109729;joint;giuntura;joint
0.061243681468775985;lines;linee;lines
0.060142789782365015;first;primo;first
0.05919153155548253;visited;visitò;toured
0.058754599507243;started;iniziato;started
0.057635689866320686;technicians;tecnici;technical
0.05731535143187993;modern;moderno;modern
0.056836873137504386;creative;creativo;creative
0.05507864829644097;protect;proteggere;protect
0.053668357807578775;payment;pagamento;payment
0.05316592697828832;gdpr;gdpr;
0.05313544737117215;policies;polizze;policies
0.05162036992550092;premium;premio;award
0.05158078419646349;traffic;traffico;traffic
0.051192719791189015;recently;recentemente;freshly
0.05059123993161775;treatment;trattamento;treatment
0.050196873168339325;permission;permesso;permission
0.04789271946042696;possibility;possibilità;possibility
0.0478190869114205;thanks;grazie;graces
0.04639491787028215;solve;risolvere;resolve
0.044792360840096884;discover;scoprire;discover
0.04470845755688909;satisfaction;soddisfazione;satisfaction
0.04389038161549255;roads;strade;roads
0.041736177970126485;marketing;marketing;marketing
0.0415523070165854;verify;accertare;verify
0.040883853730061225;warn;avvertire;warn
0.04019597772953764;ways;cammini;ways
0.03941028336139034;fill;riempire;fill
0.03824418565867131;uses;utilizzi;uses
0.03809165611925535;improves;migliorare;enhance
0.0369323925542101;plants;piante;plants
0.03677669688328007;fundamental;fondamentale;fundamental
0.036531667499570666;discovers;scoprire;discover
0.03522504722685663;happy;felice;happy
0.034848607531749995;copy;copia;copy
0.034621138000059185;interests;interessi;interests
0.033869250210908225;analytical;analitico;analytical
0.03369768610317025;effect;effetto;effect
0.03337634119846971;directed;diretto;directed
0.03209156330178526;however;tuttavia;
0.031763441421657906;transparency;trasparenza;transparency
0.0299772505085891;satisfied;colmato;satisfied
0.029504528784617724;night;notte;night
0.028843958433988893;asia;asia;
0.02817051227258629;making;facendo;doing
0.0268416106588161;ace;asso;ace
0.025886481969830986;powerful;poderoso;powerful
0.02537469335384865;session;sessione;
0.024030965231034773;allows;permettere;afford
0.02366507191599091;really;davvero;really
0.023555123006243444;subject;soggetto;subject
0.02280845090371808;means;mezzi;half
0.022797162408320575;approach;ravvicinamento;approach
0.022715419354176068;doubts;dubbi;doubts
0.020502280039440043;actuate;attivare;actuate
0.02039626239450577;dress;abito;dress
0.01980366126675094;cross;croce;cross
0.01926925558327808;ready;pronta;
0.01926925558327808;ready;pronto;
0.019114623410980875;beautiful;bello;beautiful
0.019015004854450557;advanced;avanzò;advanced
0.018779259449380758;self;stesso;
0.018367710798122824;educational;docente;docent
0.018284126294187682;mail;posta;put
0.017773479329083342;rss;rss;
0.01773779281926795;become;diventare;become
0.01703461598895449;david;david;
0.01637265046320901;dwell;dimorare;
0.014953715616504604;maps;mappe;maps
0.014646314152446984;added;aggiunse;added
0.014253811823569709;updates;aggiornamenti;updates
0.01410611878160096;functional;funzionale;functional
0.012407413381094613;land;terra;earth
0.011402598470003177;www;www;
0.011350448316662732;includes;includere;include
0.011250912605585693;investigation;investigazione;investigation
0.010890611710739784;fulfil;compiere;accomplish
0.0108373653162648;takes;prendere;take
0.010019909386456;features;caratteristiche;characteristic
0.009846266947030138;operational;operazionale;
0.007950444256390056;keep;mantenere;keep
0.007900550259278816;thermal;termale;thermal
0.006939122744625656;update;aggiornamento;update
0.006089704100833778;direction;direzione;direction
0.0016623749460693445;correct;corretto;adjusted
0.0010365667817004637;recommend;raccomandare;recommend
0.0008908439324082748;virtual;virtuale;virtual
0.00019854637608446166;groups;insiemi;sets
-0.0004005223083550736;content;contento;content
-0.0005577717256198878;connection;connessione;connection
-0.0011200029118176675;architecture;architettura;architecture
-0.0011595913817823134;consent;beneplacito;consent
-0.0013241057548305606;flights;voli;flights
-0.0014066917966517607;embedded;inserito;
-0.0015679161001287845;estate;proprietà;property
-0.0016559171494520016;position;posizione;position
-0.0017162562315437538;practices;pratiche;practices
-0.003065492157193081;plus;più;
-0.0031052545568839704;forgot;dimenticò;forgot
-0.003152026032856712;problem;problema;problem
-0.004559492682999578;gift;dono;gift
-0.004887686750404815;changing;cambiando;capsizing
-0.005707465676239237;result;risultato;resulted
-0.0059236703246620176;joins;unire;join
-0.006240258175390227;distribution;distribuzione;distribution
-0.00645212794090084;concrete;concreto;concrete
-0.007081792898914014;proud;orgoglioso;proud
-0.007691869054922444;economic;economico;cheap
-0.008028981035473509;air;aria;air
-0.008432713577186163;return;ritorno;return
-0.009053383189204895;multi;multi;
-0.009210852530024469;collected;abbicato;collected
-0.010177038169245737;processing;processando;processing
-0.010900506813188987;annual;annuale;annual
-0.013930063239099124;results;risultati;resulted
-0.015555877463197532;featured;constò;featured
-0.01615862212437649;augment;aumentare;augment
-0.01643960330140051;provides;fornire;provide
-0.01656730308097956;procedures;procedure;procedures
-0.017407068106169526;watch;orologio;clock
-0.017793722138226876;times;ore;hours
-0.01901449953451911;initiate;avviare;initiate
-0.01941396683157241;collaborate;collaborare;collaborate
-0.020929760408637484;javascript;javascript;
-0.021084604101799628;ideal;ideale;ideal
-0.02279088879506342;side;lato;canton
-0.023570536655105456;give;dare;give
-0.025796463598730168;congress;congresso;congress
-0.02663746587377169;juan;juan;
-0.026681328389241882;contacts;contatti;contacts
-0.02710330220062986;policy;polizza;policy
-0.02734374999173596;hardware;hardware;
-0.0281360751668992;planning;pianificando;planning
-0.02884040435278017;reach;riuscire;attain
-0.02928110447623888;telecommunications;telecomunicazioni;telecommunications
-0.02948314814722004;tips;punte;tips
-0.030611583676540613;run;corso;course
-0.03262672464126479;taking;prendendo;taking
-0.03327070043156013;assume;assumere;assume
-0.03336906084259228;privacy;privacy;privacy
-0.03451052176959627;jose;jose;
-0.03463243483200598;spent;passò;spent
-0.03471891508822976;reliable;affidabile;reliable
-0.034870934397137766;politics;politica;political
-0.03493302470979187;hong;hong;
-0.0354574808936419;changes;cambiamenti;changes
-0.03546694549398143;presupposed;presupposto;posited
-0.035904839462185784;plan;piano;slowly
-0.03683993328375711;methods;metodi;forms
-0.03783246982835799;grow;crescere;grow
-0.0379643449979628;sound;suono;sound
-0.03820397868367212;actions;azione;action
-0.03845515706615887;still;ancora;even
-0.03883111121067302;high;alto;high
-0.03928122216155045;sure;sicuro;for sure
-0.03963878568074168;kong;kong;
-0.04093104529900807;option;opzione;option
-0.04356005202688205;fully;appieno;fully
-0.04456210439011872;young;giovane;junior
-0.044810460771682735;green;verde;green
-0.044909700732083856;message;messaggio;message
-0.04494481082092632;feel;sentire;sense
-0.04586514548956048;window;finestra;window
-0.04610717584502552;continues;continuare;continue
-0.046913105605865695;cycle;ciclo;cycle
-0.04721022956244361;insurance;assicurazione;insurance
-0.04797509778307663;industries;industrie;industries
-0.04897801186466754;adapted;adattò;adapted
-0.04958558890623005;comprise;comprendere;comprise
-0.050291267634864134;statistical;statistico;statistical
-0.051041392759453186;diversity;diversità;diversity
-0.0521139814550932;toggle;attiva/disattiva;
-0.05295596713364609;like;come;like
-0.053002406858257065;challenge;sfida;challenge
-0.0532305017626011;rest;resto;remainder
-0.05330454106738968;running;correndo;racing
-0.05447710604889886;automated;automatizzato;automated
-0.05450764480245414;behind;dietro;behind
-0.05508106703869213;master;maestro;master
-0.055322946913910084;remain;rimanere;remain
-0.0559840760446751;said;detto;said
-0.05614305899412635;sectors;settori;sectors
-0.05698854292874805;quickly;rapidamente;quickly
-0.05783355055082533;expand;ampliare;broaden
-0.05872699243464105;visitors;visitatore;
